PageNumber,100,101,104,105,106,107,108,109,110,111,112,113,115,16,17,18,19,25,26,27,36,37,38,39,44,45,46,48,49,52,53,54,55,56,57,59,61,62,63,64,65,66,67,69,71,72,73,74,75,76,77,78,79,82,83,84,85,86,87,88,89,90,94,95,96,97,98,99
100,1,0.455806243,0.16135657,0.171843728,0.250074354,0.259432328,0.252607022,0.187457868,0.448420441,0.46736604,0.297951452,0.131054777,0.168142966,0.205918041,0.058685118,0.203603833,0.150786948,0.12943392,0.255330243,0.08938048,0.100757711,0.128785002,0.207381849,0.206169248,0.27530433,0.12771326,0.15682433,0.198379913,0.069744873,0.172665912,0.263410463,0.168168923,0.137918737,0.185283655,0.22509501,0.188176975,0.138953925,0.169930455,0.187138554,0.17357079,0.172545544,0.185631107,0.178907521,0.185698586,0.170173281,0.275139837,0.218936276,0.299227098,0.344539899,0.352883255,0.387282549,0.317443595,0.398587949,0.134874798,0.122108565,0.352577828,0.363580665,0.333186193,0.328501258,0.287426634,0.452035711,0.395352555,0.189978632,0.192741984,0.204808096,0.330686682,0.302956182,0.460123208
101,0.455806243,1,0.221730719,0.217788776,0.315658384,0.326301251,0.267473269,0.231049281,0.458718487,0.48436354,0.388552832,0.19081096,0.229051111,0.246884652,0.099212759,0.214369078,0.204630259,0.193240082,0.327062003,0.124898211,0.191654231,0.176437873,0.207145131,0.24795841,0.344528441,0.236585016,0.217377102,0.257632557,0.172445657,0.224883939,0.217965768,0.206611479,0.170002884,0.194820253,0.216827403,0.210106454,0.149641716,0.244722241,0.187562829,0.22383422,0.278353368,0.295724889,0.259079572,0.144511481,0.158407473,0.351624345,0.291186896,0.412542041,0.435466967,0.497359826,0.489450115,0.431250154,0.481464953,0.187256358,0.230253306,0.384716296,0.458206243,0.432635246,0.417173919,0.422344642,0.473028434,0.501829958,0.14516092,0.262768928,0.312416184,0.420826068,0.369038497,0.469513773
104,0.16135657,0.221730719,1,0.482885853,0.175862009,0.236715844,0.199827103,0.229104031,0.119624467,0.081298254,0.189620657,0.232794896,0.143940176,0.145708024,0.174950904,0.197969178,0.269403987,0.133454538,0.284331469,0.151875462,0.108916583,0.187931879,0.280752268,0.115623356,0.243778824,0.11568734,0.118489194,0.161672739,0.200645882,0.157277259,0.187150889,0.152858959,0.182787162,0.10704812,0.248534245,0.067740409,0.12209904,0.17720457,0.060066371,0.135444663,0.255782351,0.139967775,0.140244704,0.020598,0.178654413,0.220030323,0.305524564,0.263175152,0.301571741,0.326039763,0.254024449,0.238627851,0.251046417,0.173134187,0.170053089,0.283033967,0.261767226,0.255280955,0.292711563,0.23724219,0.154326851,0.203963827,0.249586095,0.456750093,0.383460662,0.279810791,0.320827195,0.182625525
105,0.171843728,0.217788776,0.482885853,1,0.334408413,0.334621143,0.283247425,0.257194769,0.223618496,0.204412977,0.229466419,0.369415796,0.190542353,0.251290616,0.218711878,0.19166571,0.260432882,0.191064023,0.372184635,0.225539247,0.118209054,0.209817122,0.29344354,0.166050055,0.266269578,0.159886772,0.187697276,0.15661074,0.163484007,0.180127685,0.241495688,0.086974958,0.181464347,0.114583621,0.27208337,0.103687618,0.167703155,0.25988361,0.165836514,0.162994053,0.280277562,0.180136577,0.189255494,0.094455898,0.173272157,0.268740344,0.358566003,0.304197569,0.330268381,0.368194377,0.306142684,0.241097433,0.238023104,0.196801701,0.264141185,0.338861863,0.304916624,0.319908377,0.349135448,0.283017099,0.186330063,0.169018652,0.251786797,0.523063288,0.36594353,0.356269741,0.339405014,0.266381693
106,0.250074354,0.315658384,0.175862009,0.334408413,1,0.373908793,0.358941661,0.274410134,0.180244737,0.207826519,0.187147166,0.35039374,0.237210528,0.190776284,0.083038938,0.196373568,0.153098939,0.199984579,0.273616644,0.087140123,0.095517647,0.14573049,0.249039812,0.20242665,0.228948754,0.115683493,0.085801633,0.227790897,0.120970805,0.151710907,0.233370128,0.143224795,0.201597005,0.173098337,0.225559128,0.108187837,0.159238388,0.318736448,0.290835467,0.204303199,0.267995645,0.22080119,0.212852027,0.159481852,0.137209447,0.220431823,0.255321222,0.344359268,0.31932345,0.317801854,0.308200687,0.28909585,0.214567561,0.129685244,0.214581164,0.335789265,0.338927474,0.330804005,0.321782707,0.349951709,0.230693179,0.168851748,0.209656079,0.327896961,0.419091022,0.353586366,0.314664704,0.289009762
107,0.259432328,0.326301251,0.236715844,0.334621143,0.373908793,1,0.409474889,0.260485579,0.275609843,0.206953897,0.208009725,0.289674753,0.244534798,0.188775957,0.138878708,0.230142944,0.145297625,0.259126401,0.328290637,0.114488759,0.096407178,0.180101941,0.253122974,0.16656684,0.264565074,0.204456173,0.215649221,0.23217846,0.123566215,0.191654444,0.235338929,0.156709586,0.158903903,0.224308918,0.219543549,0.263481405,0.219310727,0.24265047,0.185350497,0.214778866,0.276400348,0.231802806,0.226183437,0.202648301,0.206746751,0.233389224,0.336591516,0.340632765,0.382684794,0.423621434,0.414072598,0.316284699,0.276286126,0.137171567,0.231950718,0.329055922,0.405387039,0.409078027,0.424139206,0.463639113,0.30437118,0.231869854,0.292951422,0.354559587,0.337295168,0.420023547,0.411579548,0.307886409
108,0.252607022,0.267473269,0.199827103,0.283247425,0.358941661,0.409474889,1,0.364690942,0.238824195,0.205042109,0.163067283,0.295235307,0.238439139,0.18535077,0.084349651,0.167130332,0.110758108,0.19086324,0.271710559,0.042846011,0.192847308,0.250145258,0.190363453,0.226449714,0.338674069,0.212638603,0.098603568,0.175021236,0.211380678,0.09638609,0.186562222,0.186886493,0.210021774,0.200307931,0.16867358,0.131900425,0.198410376,0.337182628,0.197865713,0.29881578,0.316164603,0.29567554,0.266580358,0.088412812,0.300283153,0.246054252,0.336573042,0.367696783,0.377634822,0.340904423,0.389065907,0.298007106,0.251391479,0.225286615,0.233998323,0.369841959,0.366748191,0.369553136,0.386335715,0.322867363,0.328465954,0.182353658,0.227401894,0.325929628,0.344858029,0.420083772,0.414389867,0.26284488
109,0.187457868,0.231049281,0.229104031,0.257194769,0.274410134,0.260485579,0.364690942,1,0.178623866,0.155766463,0.192857324,0.285652358,0.287882507,0.20492428,0.040885427,0.162796567,0.145562197,0.131754225,0.240967658,0.088799963,0.091713352,0.168011778,0.272695334,0.132703781,0.198975125,0.178537366,0.16545443,0.193414999,0.108493118,0.097693026,0.1800545,0.137291636,0.108080845,0.147863088,0.234771771,0.065995705,0.111129514,0.217148926,0.139065804,0.165839391,0.299211578,0.245628566,0.202670231,0.02138067,0.192134339,0.26375278,0.244860591,0.285411775,0.337325162,0.310185484,0.324228321,0.230982619,0.263791401,0.112610201,0.236683963,0.334008587,0.312679256,0.344612079,0.364590555,0.332321906,0.219853007,0.168310715,0.109133769,0.252848377,0.291305401,0.360837886,0.431989719,0.212525964
110,0.448420441,0.458718487,0.119624467,0.223618496,0.180244737,0.275609843,0.238824195,0.178623866,1,0.451097707,0.272159825,0.144650239,0.217856206,0.14238774,0.095307066,0.150682466,0.112439768,0.194417128,0.231644038,0.075645569,0.089055333,0.099368632,0.125738126,0.082298513,0.268213894,0.099968726,0.10961815,0.157952906,0.092557921,0.093666776,0.162150445,0.139475958,0.194614743,0.121749908,0.169248271,0.285255578,0.086504323,0.156084084,0.170372479,0.099249609,0.132562269,0.164556937,0.176759245,0.138288157,0.095059536,0.226895066,0.172063943,0.265789415,0.32521839,0.320662168,0.327876455,0.26372841,0.321042892,0.108425471,0.182169083,0.264956298,0.32472203,0.307215273,0.342060619,0.31458494,0.400237777,0.317120869,0.176688522,0.211550289,0.206034548,0.299076255,0.221752258,0.360446241
